PlayerLogin|928|2014-11-19 22:00:05|game_1_app_id|1|test661|1|0|7933||HTML5||WiFi|0|0|0|0||0|||
PlayerFightNumFlow|928|2014-11-19 22:00:06|game_1_app_id|1|test661|1|0|920
MoneyFlow|928|2014-11-19 22:00:08|0|game_1_app_id|1|test661|1|10|10|26|0|0|0|0
PlayerQuestFlow|928|2014-11-19 22:00:08|game_1_app_id|1|test661|1|0|1|0|1
PlayerQuestFlow|928|2014-11-19 22:00:08|game_1_app_id|1|test661|1|0|2|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|1|1|1|53|0|0|0
MoneyFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|1|100010|100000|-1|0|0|0|0
MoneyFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|1|10000|10000|-1|0|0|1|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|13|256|7|7|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|2|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|3|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|4|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|5|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|6|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|7|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|8|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|9|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|10|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|11|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|12|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|13|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|14|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|15|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|16|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|17|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|18|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|19|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|20|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|22|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:17|0|game_1_app_id|1|test661|-1|23|1|1|-1|0|0|0
PlayerGuideFlow|928|2014-11-19 22:00:17|game_1_app_id|1|test661|80|4|0|0
GameSvrState|2014-11-19 22:00:18|192.168.10.35
PlayerFightNumFlow|928|2014-11-19 22:00:30|game_1_app_id|1|test661|80|0|12535
ItemFlow|928|2014-11-19 22:00:41|0|game_1_app_id|1|test661|3|31|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:47|0|game_1_app_id|1|test661|3|61|1|1|-1|0|0|0
ItemFlow|928|2014-11-19 22:00:51|0|game_1_app_id|1|test661|3|93|1|1|-1|0|0|0
